path,extension,top_level_area,owner_area,file_kind,authority_class,implementation_class,surface_or_system,active_status,risk_level,line_count,imports_or_dependencies,declared_types_or_headings,uses_legacy_language,uses_forbidden_architecture,contains_user_facing_copy,contains_runtime_truth,contains_ui_truth,contains_release_claims,contains_validation_logic,contains_generated_or_stale_artifact_risk,recommended_action,reason
Sources/Previews/AccessibilityAdaptiveInterfacePreviews.swift,.swift,Design system package,Preview support,swift_source,active_implementation_truth,preview_backed,preview_support,active,Green,70,SwiftUI,struct AccessibilityAdaptiveInterfacePreviewGallery,no,no,no,yes,yes,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
Sources/Previews/ComponentPreviews.swift,.swift,Design system package,Preview support,swift_source,active_implementation_truth,preview_backed,preview_support,active,Yellow,513,SwiftUI,enum PreviewFilter; enum PreviewTab; struct DesignSystemPreviewGallery; extension AmbitionPanelVisibility; struct DesignSystemPreviewGallery_Previews,yes,no,yes,yes,yes,yes,no,yes,retain with proof or extraction plan,Large Swift file; should be split or further proven for UI and architecture boundaries.
Sources/Previews/DynamicAdaptiveVisualPreviews.swift,.swift,Design system package,Preview support,swift_source,active_implementation_truth,preview_backed,preview_support,active,Yellow,323,SwiftUI,struct DAVScenario; struct DynamicAdaptiveVisualGallery; struct DAVScenarioCard; struct DynamicAdaptiveVisualGallery_Previews,yes,no,yes,yes,yes,no,no,yes,retain with proof or extraction plan,Contains legacy naming that should stay compatibility-only or be rewritten.
Sources/Previews/FE09ComponentSystemPreviewMatrix.swift,.swift,Design system package,Preview support,swift_source,active_implementation_truth,preview_backed,preview_support,active,Green,268,SwiftUI,enum FE09ComponentSystemPreviewVariant; struct FE09ComponentSystemPreviewCell; struct FE09ComponentSystemPreviewRow; enum FE09ComponentSystemPreviewMatrix; struct FE09ComponentSystemPreviewGallery,no,no,no,yes,yes,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
Sources/Previews/IconographyStatusPreviews.swift,.swift,Design system package,Preview support,swift_source,active_implementation_truth,preview_backed,preview_support,active,Green,80,SwiftUI,struct IconographyStatusPreviewGallery,no,no,no,yes,yes,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
Sources/Previews/InteractionMotionHapticsPreviews.swift,.swift,Design system package,Preview support,swift_source,active_implementation_truth,preview_backed,preview_support,active,Yellow,280,SwiftUI,struct InteractionMotionHapticsPreviewGallery; struct InteractionAccessibilityPrimitivePreviewGallery; struct InteractionMotionHapticsPreviews,no,no,yes,yes,yes,yes,no,yes,retain with proof or extraction plan,"Classified conservatively from path, content, and current authority boundaries."
Sources/Previews/LoadingDegradedStatePreviews.swift,.swift,Design system package,Preview support,swift_source,active_implementation_truth,preview_backed,preview_support,active,Green,107,SwiftUI,struct LoadingDegradedStatePreviewGallery; struct LoadingDegradedStatePreviews,no,no,yes,yes,yes,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
Sources/Previews/PersonalSystemCenterPreviews.swift,.swift,Design system package,Preview support,swift_source,active_implementation_truth,preview_backed,preview_support,active,Green,113,SwiftUI,struct PersonalSystemCenterPreviewGallery; struct PersonalSystemCenterPreviews,no,no,yes,yes,yes,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
Sources/Previews/RealityMeridianRichnessPreviews.swift,.swift,Design system package,Preview support,swift_source,active_implementation_truth,preview_backed,preview_support,active,Green,103,SwiftUI,enum RealityMeridianRichnessMode; struct RealityMeridianRichnessPreviewGallery,no,no,yes,yes,yes,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
Sources/Previews/RealityMeridianTemporalPreviews.swift,.swift,Design system package,Preview support,swift_source,active_implementation_truth,preview_backed,preview_support,active,Green,82,SwiftUI,struct RealityMeridianTemporalPreviewGallery,no,no,yes,yes,yes,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
Sources/Previews/RootDestinationIdentityPreviews.swift,.swift,Design system package,Preview support,swift_source,active_implementation_truth,preview_backed,preview_support,active,Green,19,SwiftUI,,no,no,yes,yes,yes,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
Sources/Previews/SI03ShellNavigationPreviews.swift,.swift,Design system package,Preview support,swift_source,active_implementation_truth,preview_backed,preview_support,active,Green,105,SwiftUI,struct SI03ShellNavigationPreview; struct SI03ShellNavigationPreviews,no,no,yes,yes,yes,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
Sources/Previews/ShellChromeTrustPreviews.swift,.swift,Design system package,Preview support,swift_source,active_implementation_truth,preview_backed,preview_support,active,Green,16,SwiftUI,,no,no,no,yes,yes,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
Sources/Previews/SignatureInterfaceVisualQAFixtures.swift,.swift,Design system package,Preview support,swift_source,active_implementation_truth,preview_backed,preview_support,active,Yellow,730,SwiftUI,enum SI16VisualQAStateFamily; struct SI16VisualQAFixture; struct SI16VisualQAFixtureSnapshotCard; enum SI16PreviewFixtureCatalog; struct SI16PreviewSurfaceCoverageRow; struct AmbitionsCanonPreviewFixtureRequirement; enum AmbitionsCanonPreviewFixtureCatalog; struct AFI13VisualQAScorecardEntry,yes,yes,yes,yes,yes,no,no,yes,retain with proof or extraction plan,Large Swift file; should be split or further proven for UI and architecture boundaries.
Sources/Previews/SignatureInterfaceVisualQAPreviews.swift,.swift,Design system package,Preview support,swift_source,active_implementation_truth,preview_backed,preview_support,active,Green,256,SwiftUI,struct SignatureInterfaceVisualQAPreviewGallery,no,no,yes,yes,yes,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
Sources/Previews/TopLevelSurfaceCompositionPreviews.swift,.swift,Design system package,Preview support,swift_source,active_implementation_truth,preview_backed,preview_support,active,Green,44,SwiftUI,struct TopLevelSurfaceCompositionPreviewGallery,no,no,yes,yes,yes,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
Sources/Previews/TrustReceiptLayerPreviews.swift,.swift,Design system package,Preview support,swift_source,active_implementation_truth,preview_backed,preview_support,active,Yellow,262,SwiftUI,struct TrustReceiptLayerPreviewGallery; struct TrustReceiptLayerPreviews,yes,no,yes,yes,yes,no,no,yes,retain with proof or extraction plan,Contains legacy naming that should stay compatibility-only or be rewritten.
Sources/Theme/AmbitionObjectTokens.generated.swift,.swift,Design system package,Theme,swift_source,active_implementation_truth,source_present,shared_ui,active,Green,29,Foundation,struct AmbitionObjectToken; enum AmbitionObjectTokens,no,no,yes,yes,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
Sources/Theme/AmbitionStateTokens.generated.swift,.swift,Design system package,Theme,swift_source,active_implementation_truth,source_present,shared_ui,active,Yellow,28,Foundation,struct AmbitionStateToken; enum AmbitionStateTokens,no,no,yes,yes,no,yes,no,yes,retain with proof or extraction plan,"Classified conservatively from path, content, and current authority boundaries."
Sources/Theme/AmbitionTheme.swift,.swift,Design system package,Theme,swift_source,active_implementation_truth,source_present,shared_ui,active,Yellow,974,SwiftUI,enum AmbitionThemeMode; enum AmbitionAccentFamily; struct AmbitionTheme; struct AccentPalette; struct Colors; struct NeutralPalette; struct SemanticColors; struct BorderTokens,no,no,yes,yes,no,yes,no,yes,retain with proof or extraction plan,Large Swift file; should be split or further proven for UI and architecture boundaries.
Sources/Theme/AmbitionTokens.generated.swift,.swift,Design system package,Theme,swift_source,active_implementation_truth,source_present,shared_ui,active,Green,114,Foundation,struct AmbitionTokenColor; struct AmbitionTokenMeasure; struct AmbitionTokenLayout; struct AmbitionTokenText; enum AmbitionTokens; enum Foundation; enum Semantic; enum Component,no,no,yes,yes,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
Sources/Theme/AmbitionsFrontendAuthority.generated.swift,.swift,Design system package,Theme,swift_source,active_implementation_truth,source_present,shared_ui,active,Green,187,Foundation,enum AmbitionsDestinationID; struct AmbitionsFrontendAuthorityRecord; enum AmbitionsFrontendAuthority,no,no,yes,yes,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
Sources/Theme/AmbitionsRecipeID.generated.swift,.swift,Design system package,Theme,swift_source,active_implementation_truth,source_present,shared_ui,active,Green,163,Foundation,enum AmbitionsRecipeID,no,no,yes,yes,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
Sources/Theme/AmbitionsSurfaceID.generated.swift,.swift,Design system package,Theme,swift_source,active_implementation_truth,source_present,shared_ui,active,Green,163,Foundation,enum AmbitionsSurfaceID,no,no,yes,yes,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
Sources/Theme/PanelDensitySize.swift,.swift,Design system package,Theme,swift_source,active_implementation_truth,source_present,shared_ui,active,Yellow,502,SwiftUI,enum AmbitionDisplayDensity; enum AmbitionPanelSize; enum AmbitionInterfaceDensityLevel; enum AmbitionCognitiveLoadMode; struct AmbitionCognitiveLoadDisplayProfile; extension AmbitionInterfaceDensityLevel; struct AmbitionPanelDisplayConfiguration; enum AmbitionPanelImportance,no,no,yes,yes,no,no,no,no,retain with proof or extraction plan,Large Swift file; should be split or further proven for UI and architecture boundaries.
assets/adaptive-icon.png,.png,Unknown,Unknown,binary_asset,unknown,unknown,unknown,unknown,Green,80,,,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
assets/favicon.png,.png,Unknown,Unknown,binary_asset,unknown,unknown,unknown,unknown,Green,6,,,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
assets/icon.png,.png,Unknown,Unknown,binary_asset,unknown,unknown,unknown,unknown,Green,108,,,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
assets/splash-icon.png,.png,Unknown,Unknown,binary_asset,unknown,unknown,unknown,unknown,Green,80,,,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
backend/README.md,.md,External/historical,External/historical,markdown_doc,historical_doc,unknown,unknown,historical,Yellow,20,,Backend,no,yes,yes,no,no,no,no,yes,retain with proof or extraction plan,"Classified conservatively from path, content, and current authority boundaries."
build/codex-os/active-authority-map.json,.json,Generated/build artifact,Generated/build artifact,config_or_data,generated_report,generated_only,unknown,archive_candidate,Yellow,346,Swift,,yes,no,yes,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/codex-os/ambitions-context-pack.md,.md,Generated/build artifact,Generated/build artifact,markdown_doc,generated_report,generated_only,unknown,archive_candidate,Yellow,14580,,Ambitions Codex OS Context Pack; Active Authority Map; Governance Dashboard; Ambitions Governance Dashboard; Snapshot; Codex OS Bridge,yes,yes,yes,no,no,yes,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/codex-os/authorized-batch-summary.txt,.txt,Generated/build artifact,Generated/build artifact,text_doc,generated_report,generated_only,unknown,archive_candidate,Yellow,4,,,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/codex-os/batch-selection.json,.json,Generated/build artifact,Generated/build artifact,config_or_data,generated_report,generated_only,unknown,archive_candidate,Yellow,19,python,,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/codex-os/batch-selection.md,.md,Generated/build artifact,Generated/build artifact,markdown_doc,generated_report,generated_only,unknown,archive_candidate,Yellow,30,,Codex OS Batch Selection; Reason; Blockers; Preflight Commands; Postflight Commands; Run Command,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/codex-os/next-action.json,.json,Generated/build artifact,Generated/build artifact,config_or_data,generated_report,generated_only,unknown,archive_candidate,Yellow,1701,Swift; python,,yes,yes,yes,no,no,yes,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/codex-os/next-action.md,.md,Generated/build artifact,Generated/build artifact,markdown_doc,generated_report,generated_only,unknown,archive_candidate,Yellow,28,,Codex OS Next Action; Blockers; Blocked Reason; Exact Command; Evidence,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/codex-os/performance-check.json,.json,Generated/build artifact,Generated/build artifact,config_or_data,generated_report,generated_only,unknown,archive_candidate,Yellow,23,,,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/codex-os/performance-check.md,.md,Generated/build artifact,Generated/build artifact,markdown_doc,generated_report,generated_only,unknown,archive_candidate,Yellow,14,,Codex OS Performance Check,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/codex-os/repair-plan.json,.json,Generated/build artifact,Generated/build artifact,config_or_data,generated_report,generated_only,unknown,archive_candidate,Yellow,10,,,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/codex-os/repair-plan.md,.md,Generated/build artifact,Generated/build artifact,markdown_doc,generated_report,generated_only,unknown,archive_candidate,Yellow,7,,Codex OS Repair Plan,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/codex-os/sync-report.json,.json,Generated/build artifact,Generated/build artifact,config_or_data,generated_report,generated_only,unknown,archive_candidate,Yellow,1975,Swift; python,,yes,yes,yes,no,no,yes,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/codex-os/sync-report.md,.md,Generated/build artifact,Generated/build artifact,markdown_doc,generated_report,generated_only,unknown,archive_candidate,Yellow,27,,Codex OS Sync Report; Commands; Next Action,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/accessibility-contract.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,5,,,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/active-authority-residue-zero.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,12,,,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/adr-check.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,5,,,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/ambitions-codex-os-dry-run-002.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,132,xcodebuild; python,,no,no,no,no,no,no,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/ambitions-codex-os-dry-run-003.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,150,python,,no,no,no,no,no,no,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/ambitions-codex-os-dry-run-004.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,71,python,,no,no,no,no,no,no,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/ambitions-codex-os-validate.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,244,xcodebuild; Swift; python,,no,no,yes,no,no,yes,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/authority-ledger.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,5,,,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/authority-supersession.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,6120,Swift,,yes,no,yes,no,no,no,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/chrome-enrichment-install-report.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,83,Swift,,yes,no,yes,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/component-contract-check.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,5,,,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/dashboard-conflict-authority.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,39,,,yes,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/dependency-boundary.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,5,,,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/design-system-15-systems-dashboard.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,21,Swift,,no,no,yes,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/design-system-15-systems-dashboard.md,.md,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,25,,Design System 15 Systems Dashboard; Summary,yes,no,yes,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/design-system-15-systems-install-01.md,.md,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,274,,,yes,yes,yes,no,no,no,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/design-to-source-trace.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,5,,,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/design-token-completeness.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,1812,Swift,,no,no,yes,no,no,yes,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/design-token-contract.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,5,,,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/design-token-drift.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,5,,,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/design-token-generation.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,6,,,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/encyclopedia-to-frontend-operating-system-06.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,91,Swift; python,,yes,no,yes,no,no,no,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/encyclopedia-to-frontend-operating-system-06.md,.md,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,87,,,yes,no,yes,no,no,no,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/encyclopedia-to-frontend-os-final-gate.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,104,Swift; python,,yes,no,yes,no,no,no,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/encyclopedia-to-frontend-os-final-gate.md,.md,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,35,,Encyclopedia to Frontend OS Final Gate; Checks; Blockers,yes,no,yes,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/faang-red-team-evidence.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,234,,,yes,no,yes,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/faang-red-team-review.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,8,,,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/feature-service-boundary.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,5,,,no,no,no,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/flagship-object-system-install-report.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,116,Swift,,yes,no,yes,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/frontend-architecture-atlas-visual-encyclopedia-001.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,154,Swift; python,,yes,no,yes,no,no,no,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/frontend-architecture-atlas-visual-encyclopedia-001.md,.md,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,143,,Frontend Architecture Atlas Visual Encyclopedia 001 Report; Counts; Runner; Validation Results; MRI Discovery; HBI Discovery,yes,no,yes,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/frontend-authority-global-train-hook-install.md,.md,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,78,,Frontend Authority Global Train Hook Install Report; Summary; Files Changed; Runtime Integration; What The Hook Enforces; Why This Matters,yes,no,yes,no,no,no,no,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/frontend-authority-packets/about_ambitions.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,427,Swift; python,,yes,no,yes,no,no,yes,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/frontend-authority-packets/about_ambitions.md,.md,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,190,,Frontend Authority Packet: About Ambitions; Source Candidates; Tokens; Contracts; State and Scenario Requirements; Interaction Grammar Requirements,yes,no,yes,no,no,no,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/frontend-authority-packets/adjust_plan_reflow_preview_entry.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,443,Swift; python,,yes,no,yes,no,no,yes,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/frontend-authority-packets/adjust_plan_reflow_preview_entry.md,.md,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,194,,Frontend Authority Packet: Adjust Plan / Reflow Preview Entry; Source Candidates; Tokens; Contracts; State and Scenario Requirements; Interaction Grammar Requirements,yes,no,yes,no,no,no,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/frontend-authority-packets/alternate_path_detail.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,431,Swift; python,,yes,no,yes,no,no,yes,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/frontend-authority-packets/alternate_path_detail.md,.md,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,192,,Frontend Authority Packet: Alternate Path Detail; Source Candidates; Tokens; Contracts; State and Scenario Requirements; Interaction Grammar Requirements,yes,no,yes,no,no,no,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/frontend-authority-packets/ambition_graph.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,431,Swift; python,,yes,no,yes,no,no,yes,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/frontend-authority-packets/ambition_graph.md,.md,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,192,,Frontend Authority Packet: Ambition Graph; Source Candidates; Tokens; Contracts; State and Scenario Requirements; Interaction Grammar Requirements,yes,no,yes,no,no,no,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/frontend-authority-packets/automation_and_trust.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,578,Swift; python,,yes,no,yes,no,no,yes,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/frontend-authority-packets/automation_and_trust.md,.md,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,213,,Frontend Authority Packet: Automation & Trust; Source Candidates; Tokens; Contracts; State and Scenario Requirements; Interaction Grammar Requirements,yes,no,yes,no,no,no,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/frontend-authority-packets/back_navigation.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,427,Swift; python,,yes,no,yes,no,no,yes,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/frontend-authority-packets/back_navigation.md,.md,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,192,,Frontend Authority Packet: Back Navigation; Source Candidates; Tokens; Contracts; State and Scenario Requirements; Interaction Grammar Requirements,yes,no,yes,no,no,no,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/frontend-authority-packets/best_fit_explanation_sheet.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,572,Swift; python,,yes,no,yes,no,no,yes,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/frontend-authority-packets/best_fit_explanation_sheet.md,.md,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,213,,Frontend Authority Packet: Best Fit Explanation Sheet; Source Candidates; Tokens; Contracts; State and Scenario Requirements; Interaction Grammar Requirements,yes,no,yes,no,no,no,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
build/reports/frontend-authority-packets/best_fit_marker.json,.json,Audit/report artifact,Audit/report artifact,audit_report,generated_report,generated_only,unknown,archive_candidate,Yellow,427,Swift; python,,yes,no,yes,no,no,yes,yes,yes,retain with proof or extraction plan,"Generated artifact; retain only as audit evidence, not implementation truth."
